Dataset Name,Algorithm Name,Cross Validation[1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR Curve,Training Time,Inference Time
energy-y2,Adaboost,0,"{'learning_rate': 0.9206955354200199, 'n_estimators': 50}",0.7142857142857143,0.7399910031488979,0.1264367816091954,0.8211382113821138,0.8900367629950207,0.7259003334652313,6.078662872314453,0.20293446330281048
energy-y2,LightGBM,0,"{'n_estimators': 200, 'num_leaves': 100}",0.935064935064935,0.9212775528565001,0.02873563218390805,0.9197860962566846,0.9823087781345494,0.9489947917718659,1.703263759613037,0.0
energy-y2,Provably Robust Boosting,0,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.8311688311688312,0.7809266756635177,0.07471264367816093,0.8645833333333334,0.9478105077016149,0.8822150516442661,76.43841171264648,0.4058813119863535
energy-y2,XBART,0,"{'alpha': 0.5916819650400321, 'beta': 1.3587923402725657, 'burnin': 1, 'max_depth_num': 5, 'num_sweeps': 60, 'num_trees': 50}",0.8831168831168831,0.8421052631578947,0.054748941318814276,0.889102564102564,0.957838894318023,0.9211683858880667,39.73808979988098,0.0
energy-y2,Adaboost,1,"{'learning_rate': 1.262520499972521, 'n_estimators': 20}",0.8961038961038961,0.8686459739091319,0.04597701149425287,0.9012345679012346,0.9582964927792514,0.8653090168441047,6.016175985336304,0.0
energy-y2,LightGBM,1,"{'n_estimators': 20, 'num_leaves': 100}",0.8831168831168831,0.851102114260009,0.05172413793103448,0.8502673796791443,0.9831386600896583,0.9541599819405261,1.5157456398010254,0.0
energy-y2,Provably Robust Boosting,1,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.8181818181818182,0.7633828160143948,0.08045977011494253,0.8185483870967741,0.9055795988645353,0.844022564850977,75.85710597038269,0.4058751192959872
energy-y2,XBART,1,"{'alpha': 1.7857042108950205, 'beta': 0.9972083578077036, 'burnin': 0, 'max_depth_num': 5, 'num_sweeps': 80, 'num_trees': 50}",0.8701298701298701,0.8605488079172291,0.0574712643678161,0.8541176470588235,0.9803387779794314,0.9454478618838099,40.05060791969299,0.2029530413739093
energy-y2,Adaboost,2,"{'learning_rate': 1.262520499972521, 'n_estimators': 20}",0.8051948051948052,0.7908232118758435,0.09225650332728373,0.8365079365079365,0.9288705849504396,0.7912640427443058,6.01618504524231,0.20289111447024655
energy-y2,LightGBM,2,"{'n_estimators': 50, 'num_leaves': 5}",0.922077922077922,0.8947368421052632,0.03750756200846945,0.9019980506822612,0.9851784633998789,0.955234057098219,1.5157458782196045,0.20294065599317676
energy-y2,Provably Robust Boosting,2,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.7922077922077922,0.7192982456140351,0.09497882637628556,0.8401515151515152,0.9253726712891867,0.8337830081251134,76.88107109069824,0.4058751192959872
energy-y2,XBART,2,"{'alpha': 0.5483713475230159, 'beta': 0.5865298132465155, 'burnin': 0, 'max_depth_num': 5, 'num_sweeps': 20, 'num_trees': 200}",0.7142857142857143,0.6140350877192983,0.1355111917725348,0.6928571428571428,0.8175810879985108,0.6741152127989419,39.17552709579468,0.20294065599317676
energy-y2,Adaboost,3,"{'learning_rate': 0.9206955354200199, 'n_estimators': 50}",0.8571428571428571,0.8096491228070176,0.06682488715156591,0.8335042735042735,0.9414526036576852,0.8458031080185825,6.078688144683838,0.20293136695762734
energy-y2,LightGBM,3,"{'n_estimators': 100, 'num_leaves': 50}",0.8831168831168831,0.8447368421052631,0.05512898071881737,0.8600520252694165,0.9827888687235329,0.9520976542933903,1.5938777923583984,0.0
energy-y2,Provably Robust Boosting,3,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.8051948051948052,0.7377192982456141,0.09041835357624832,0.85003885003885,0.930507856732902,0.8530962789610971,76.90184473991394,0.4058782156411704
energy-y2,XBART,3,"{'alpha': 0.2406848382947717, 'beta': 0.7810848842341179, 'burnin': 0, 'max_depth_num': 6, 'num_sweeps': 60, 'num_trees': 50}",0.8961038961038961,0.8631578947368421,0.049180200722850446,0.8692307692307693,0.9801572897761646,0.9482741776442912,39.28491163253784,0.0
energy-y2,Adaboost,4,"{'learning_rate': 1.262520499972521, 'n_estimators': 20}",0.922077922077922,0.8947368421052632,0.03508771929824561,0.923076923076923,0.9643073200241984,0.9345479082321188,6.016194105148315,0.20278893507920304
energy-y2,LightGBM,4,"{'n_estimators': 200, 'num_leaves': 100}",0.961038961038961,0.9482456140350877,0.017443032869530146,0.9497354497354497,0.9949485783424077,0.9860288093183508,1.7345166206359863,0.0
energy-y2,Provably Robust Boosting,4,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.8311688311688312,0.7719298245614036,0.07602339181286549,0.8686868686868686,0.9428917120387176,0.876146298400303,76.27118062973022,0.4058813119863535
energy-y2,XBART,4,"{'alpha': 1.7857042108950205, 'beta': 0.9972083578077036, 'burnin': 0, 'max_depth_num': 5, 'num_sweeps': 80, 'num_trees': 50}",0.4805194805194805,0.5719298245614035,0.23931623931623933,0.6997354497354498,0.6653047295515535,0.5900010295769343,41.0819571018219,0.0
energy-y2,Adaboost,5,"{'learning_rate': 0.9206955354200199, 'n_estimators': 50}",0.8831168831168831,0.8789473684210526,0.055229807498410034,0.8775350140056023,0.9559623528316813,0.8852158105402923,6.156812906265259,0.20294065599317676
