Dataset Name,Algorithm Name,Cross Validation[1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR Curve,Training Time,Inference Time
schizo,Adaboost,0,"{'learning_rate': 1.4907884894416696, 'n_estimators': 100}",0.8529411764705882,0.84375,0.15625,0.8913043478260869,0.9375,0.9431470862728085,7.6232099533081055,0.4594606511733111
schizo,LightGBM,0,"{'n_estimators': 200, 'num_leaves': 5}",0.8529411764705882,0.8472222222222222,0.1527777777777778,0.8663003663003663,0.8819444444444445,0.8852466324196135,1.265289068222046,0.0
schizo,Provably Robust Boosting,0,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.6176470588235294,0.6215277777777778,0.3784722222222222,0.6228070175438596,0.5538194444444445,0.586836761807737,34.52669286727905,0.0
schizo,XBART,0,"{'alpha': 1.851561046543922, 'beta': 0.2681357538986471, 'burnin': 1, 'max_depth_num': 3, 'num_sweeps': 40, 'num_trees': 200}",0.4411764705882353,0.46875,0.5,0.22727272727272727,0.46875,0.4877172459893049,81.90420484542847,0.0
schizo,Adaboost,1,"{'learning_rate': 1.2421185223120967, 'n_estimators': 100}",0.7647058823529411,0.7638888888888888,0.2361111111111111,0.7638888888888888,0.8854166666666667,0.8532888686808643,7.388888597488403,0.918886240790872
schizo,LightGBM,1,"{'n_estimators': 20, 'num_leaves': 5}",0.7941176470588235,0.7916666666666667,0.20833333333333331,0.7947368421052632,0.8576388888888888,0.8541128391870292,1.218463659286499,0.45944662655101104
schizo,Provably Robust Boosting,1,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.6470588235294118,0.6423611111111112,0.3576388888888889,0.6464285714285715,0.5798611111111112,0.6581607601868151,34.77563762664795,0.0
schizo,XBART,1,"{'alpha': 1.9428287191077893, 'beta': 1.6816410175208014, 'burnin': 1, 'max_depth_num': 3, 'num_sweeps': 20, 'num_trees': 200}",0.5294117647058824,0.5555555555555556,0.4444444444444444,0.75,0.5555555555555556,0.7704248366013071,80.49436450004578,0.0
schizo,Adaboost,2,"{'learning_rate': 1.9347008628416629, 'n_estimators': 200}",1.0,1.0,0.0,1.0,1.0,1.0,7.840470314025879,0.9193069794598748
schizo,LightGBM,2,"{'n_estimators': 50, 'num_leaves': 5}",0.9117647058823529,0.9097222222222222,0.09027777777777778,0.9140350877192982,0.923611111111111,0.9290246801880897,1.2184302806854248,0.45944662655101104
schizo,Provably Robust Boosting,2,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.5294117647058824,0.5347222222222222,0.4652777777777778,0.5357142857142857,0.59375,0.6470197209236458,34.64235234260559,0.45945363886216106
schizo,XBART,2,"{'alpha': 1.7857042108950205, 'beta': 0.9972083578077036, 'burnin': 0, 'max_depth_num': 5, 'num_sweeps': 80, 'num_trees': 50}",0.5,0.5277777777777778,0.4722222222222222,0.7424242424242424,0.5277777777777778,0.76010101010101,80.9392831325531,0.0
schizo,Adaboost,3,"{'learning_rate': 1.2421185223120967, 'n_estimators': 100}",0.8823529411764706,0.8819444444444444,0.11805555555555555,0.8819444444444444,0.90625,0.8969683891847103,7.373271942138672,0.4594606511733111
schizo,LightGBM,3,"{'n_estimators': 50, 'num_leaves': 5}",0.7941176470588235,0.7916666666666667,0.20833333333333331,0.7947368421052632,0.8993055555555556,0.9024906500587508,1.2184224128723145,0.0
schizo,Provably Robust Boosting,3,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.5588235294117647,0.5625,0.4375,0.5631578947368421,0.5451388888888888,0.5845305378181975,34.56850028038025,0.0
schizo,XBART,3,"{'alpha': 1.7857042108950205, 'beta': 0.9972083578077036, 'burnin': 0, 'max_depth_num': 5, 'num_sweeps': 80, 'num_trees': 50}",0.5,0.5277777777777778,0.4722222222222222,0.7424242424242424,0.5277777777777778,0.76010101010101,81.08105874061584,0.0
schizo,Adaboost,4,"{'learning_rate': 1.4907884894416696, 'n_estimators': 100}",0.8235294117647058,0.8263888888888888,0.1736111111111111,0.8263888888888888,0.9236111111111112,0.9284895928157134,7.607584238052368,0.45930638032801013
schizo,LightGBM,4,"{'n_estimators': 200, 'num_leaves': 5}",0.8529411764705882,0.8506944444444444,0.14930555555555555,0.8543859649122807,0.951388888888889,0.9532454485980996,1.2809147834777832,0.0
schizo,Provably Robust Boosting,4,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.47058823529411764,0.4826388888888889,0.5173611111111112,0.47916666666666663,0.4826388888888889,0.6132557189542482,30.792593717575073,0.0
schizo,XBART,4,"{'alpha': 1.851561046543922, 'beta': 0.2681357538986471, 'burnin': 1, 'max_depth_num': 3, 'num_sweeps': 40, 'num_trees': 200}",0.4411764705882353,0.46875,0.5,0.22727272727272727,0.46875,0.4877172459893049,82.26345825195312,0.45952376197366157
schizo,Adaboost,5,"{'learning_rate': 1.2421185223120967, 'n_estimators': 100}",0.8529411764705882,0.8541666666666667,0.14583333333333331,0.8529411764705882,0.8368055555555556,0.7958524781539986,7.607633590698242,0.45943260192871094
schizo,LightGBM,5,"{'n_estimators': 20, 'num_leaves': 5}",0.7058823529411765,0.7083333333333333,0.29166666666666663,0.7083333333333333,0.8020833333333333,0.8048264695467982,1.2027997970581055,0.45943961423986096
schizo,Provably Robust Boosting,5,"{'max_depth': 2, 'min_samples_leaf': 100, 'min_samples_split': 100}",0.5588235294117647,0.5659722222222222,0.4340277777777778,0.5695970695970696,0.5659722222222222,0.6780787635567047,31.504117727279663,0.45943961423986096
