Dataset Name,Algorithm Name,Cross Validation[1-10],AUC
chscase_vine1,XBART,4,0.6666666666666667
chscase_vine1,Adaboost,5,1.0
chscase_vine1,LightGBM,5,1.0
chscase_vine1,Provably Robust Boosting,5,0.5
chscase_vine1,XBART,5,1.0
chscase_vine1,Adaboost,6,1.0
chscase_vine1,LightGBM,6,1.0
chscase_vine1,Provably Robust Boosting,6,0.5
chscase_vine1,XBART,6,0.8333333333333334
chscase_vine1,Adaboost,7,0.6666666666666667
chscase_vine1,LightGBM,7,0.5
chscase_vine1,Provably Robust Boosting,7,0.5
chscase_vine1,XBART,7,0.6666666666666667
chscase_vine1,Adaboost,8,0.8333333333333334
chscase_vine1,LightGBM,8,1.0
chscase_vine1,Provably Robust Boosting,8,0.5
chscase_vine1,XBART,8,1.0
chscase_vine1,Adaboost,9,0.6666666666666667
chscase_vine1,LightGBM,9,0.9166666666666669
chscase_vine1,Provably Robust Boosting,9,0.5
chscase_vine1,XBART,9,0.5
cloud,Adaboost,0,0.5833333333333333
cloud,LightGBM,0,0.375
cloud,Provably Robust Boosting,0,0.5
cloud,XBART,0,0.5
cloud,Adaboost,1,0.3125
cloud,LightGBM,1,0.25
cloud,Provably Robust Boosting,1,0.5
cloud,XBART,1,0.3333333333333333
cloud,Adaboost,2,0.2708333333333333
cloud,LightGBM,2,0.5208333333333333
cloud,Provably Robust Boosting,2,0.5
cloud,XBART,2,0.6666666666666666
cloud,Adaboost,3,0.7083333333333333
cloud,LightGBM,3,0.6666666666666666
cloud,Provably Robust Boosting,3,0.5
cloud,XBART,3,0.29166666666666663
cloud,Adaboost,4,0.3333333333333333
cloud,LightGBM,4,0.7708333333333333
cloud,Provably Robust Boosting,4,0.5
cloud,XBART,4,0.5416666666666666
cloud,Adaboost,5,0.125
cloud,LightGBM,5,0.2708333333333333
cloud,Provably Robust Boosting,5,0.5
cloud,XBART,5,0.29166666666666663
cloud,Adaboost,6,0.3214285714285714
cloud,LightGBM,6,0.4642857142857143
cloud,Provably Robust Boosting,6,0.5
cloud,XBART,6,0.3928571428571429
cloud,Adaboost,7,0.3928571428571429
cloud,LightGBM,7,0.5
cloud,Provably Robust Boosting,7,0.5
cloud,XBART,7,0.5714285714285714
cloud,Adaboost,8,0.3333333333333333
cloud,LightGBM,8,0.4761904761904762
cloud,Provably Robust Boosting,8,0.5
cloud,XBART,8,0.5238095238095238
cloud,Adaboost,9,0.6666666666666666
cloud,LightGBM,9,0.38095238095238104
cloud,Provably Robust Boosting,9,0.5
cloud,XBART,9,0.2857142857142857
congressional-voting,Adaboost,0,0.6296296296296297
congressional-voting,LightGBM,0,0.6165577342047931
congressional-voting,Provably Robust Boosting,0,0.5980392156862745
congressional-voting,XBART,0,0.6339869281045752
congressional-voting,Adaboost,1,0.60239651416122
congressional-voting,LightGBM,1,0.593681917211329
congressional-voting,Provably Robust Boosting,1,0.6198257080610022
congressional-voting,XBART,1,0.5893246187363834
congressional-voting,Adaboost,2,0.5871459694989107
congressional-voting,LightGBM,2,0.6100217864923747
congressional-voting,Provably Robust Boosting,2,0.5664488017429193
congressional-voting,XBART,2,0.6285403050108932
congressional-voting,Adaboost,3,0.5762527233115469
congressional-voting,LightGBM,3,0.457516339869281
congressional-voting,Provably Robust Boosting,3,0.5
congressional-voting,XBART,3,0.5718954248366014
congressional-voting,Adaboost,4,0.6851851851851851
congressional-voting,LightGBM,4,0.6361655773420479
congressional-voting,Provably Robust Boosting,4,0.6851851851851852
congressional-voting,XBART,4,0.6535947712418301
congressional-voting,Adaboost,5,0.6583710407239819
congressional-voting,LightGBM,5,0.5723981900452491
congressional-voting,Provably Robust Boosting,5,0.5723981900452488
congressional-voting,XBART,5,0.6628959276018099
congressional-voting,Adaboost,6,0.6493212669683258
congressional-voting,LightGBM,6,0.6119909502262444
congressional-voting,Provably Robust Boosting,6,0.5814479638009049
congressional-voting,XBART,6,0.6221719457013574
congressional-voting,Adaboost,7,0.6436651583710407
congressional-voting,LightGBM,7,0.6323529411764706
congressional-voting,Provably Robust Boosting,7,0.6515837104072398
congressional-voting,XBART,7,0.6176470588235294
congressional-voting,Adaboost,8,0.7048611111111112
congressional-voting,LightGBM,8,0.59375
congressional-voting,Provably Robust Boosting,8,0.7407407407407408
congressional-voting,XBART,8,0.7384259259259259
congressional-voting,Adaboost,9,0.5162037037037037
congressional-voting,LightGBM,9,0.4791666666666667
congressional-voting,Provably Robust Boosting,9,0.5
congressional-voting,XBART,9,0.550925925925926
conn-bench-sonar-mines-rocks,Adaboost,0,1.0
conn-bench-sonar-mines-rocks,LightGBM,0,1.0
conn-bench-sonar-mines-rocks,Provably Robust Boosting,0,0.8090909090909091
conn-bench-sonar-mines-rocks,XBART,0,1.0
conn-bench-sonar-mines-rocks,Adaboost,1,0.7818181818181819
conn-bench-sonar-mines-rocks,LightGBM,1,0.8999999999999999
conn-bench-sonar-mines-rocks,Provably Robust Boosting,1,0.6727272727272727
conn-bench-sonar-mines-rocks,XBART,1,0.55
conn-bench-sonar-mines-rocks,Adaboost,2,0.9272727272727272
conn-bench-sonar-mines-rocks,LightGBM,2,0.9909090909090909
conn-bench-sonar-mines-rocks,Provably Robust Boosting,2,0.7727272727272727
conn-bench-sonar-mines-rocks,XBART,2,0.8454545454545455
conn-bench-sonar-mines-rocks,Adaboost,3,0.9363636363636364
conn-bench-sonar-mines-rocks,LightGBM,3,0.9909090909090909
conn-bench-sonar-mines-rocks,Provably Robust Boosting,3,0.5
conn-bench-sonar-mines-rocks,XBART,3,0.9727272727272728
conn-bench-sonar-mines-rocks,Adaboost,4,0.6909090909090909
conn-bench-sonar-mines-rocks,LightGBM,4,0.8090909090909091
conn-bench-sonar-mines-rocks,Provably Robust Boosting,4,0.7727272727272727
conn-bench-sonar-mines-rocks,XBART,4,0.7363636363636364
conn-bench-sonar-mines-rocks,Adaboost,5,0.9090909090909092
conn-bench-sonar-mines-rocks,LightGBM,5,0.9545454545454544
conn-bench-sonar-mines-rocks,Provably Robust Boosting,5,0.9090909090909092
conn-bench-sonar-mines-rocks,XBART,5,0.9454545454545454
conn-bench-sonar-mines-rocks,Adaboost,6,0.9545454545454544
conn-bench-sonar-mines-rocks,LightGBM,6,0.9636363636363636
conn-bench-sonar-mines-rocks,Provably Robust Boosting,6,0.8590909090909091
conn-bench-sonar-mines-rocks,XBART,6,0.9363636363636364
conn-bench-sonar-mines-rocks,Adaboost,7,0.8333333333333333
conn-bench-sonar-mines-rocks,LightGBM,7,0.962962962962963
conn-bench-sonar-mines-rocks,Provably Robust Boosting,7,0.8611111111111109
conn-bench-sonar-mines-rocks,XBART,7,0.8425925925925926
conn-bench-sonar-mines-rocks,Adaboost,8,0.7878787878787878
conn-bench-sonar-mines-rocks,LightGBM,8,0.9696969696969696
conn-bench-sonar-mines-rocks,Provably Robust Boosting,8,0.6818181818181818
conn-bench-sonar-mines-rocks,XBART,8,0.8888888888888888
conn-bench-sonar-mines-rocks,Adaboost,9,0.9191919191919192
conn-bench-sonar-mines-rocks,LightGBM,9,0.9898989898989898
conn-bench-sonar-mines-rocks,Provably Robust Boosting,9,0.5606060606060606
conn-bench-sonar-mines-rocks,XBART,9,0.9898989898989898
conn-bench-vowel-deterding,Adaboost,0,0.8409652076318743
conn-bench-vowel-deterding,LightGBM,0,1.0
conn-bench-vowel-deterding,Provably Robust Boosting,0,0.9105499438832771
conn-bench-vowel-deterding,XBART,0,0.8902356902356903
conn-bench-vowel-deterding,Adaboost,1,0.9296296296296296
conn-bench-vowel-deterding,LightGBM,1,0.9998877665544332
conn-bench-vowel-deterding,Provably Robust Boosting,1,0.9131313131313132
conn-bench-vowel-deterding,XBART,1,0.8948372615039282
conn-bench-vowel-deterding,Adaboost,2,0.9298540965207632
conn-bench-vowel-deterding,LightGBM,2,1.0
conn-bench-vowel-deterding,Provably Robust Boosting,2,0.9212121212121211
conn-bench-vowel-deterding,XBART,2,0.8975308641975309
conn-bench-vowel-deterding,Adaboost,3,0.9408529741863074
conn-bench-vowel-deterding,LightGBM,3,0.9987654320987654
conn-bench-vowel-deterding,Provably Robust Boosting,3,0.8949494949494948
conn-bench-vowel-deterding,XBART,3,0.8895622895622896
conn-bench-vowel-deterding,Adaboost,4,0.9182940516273848
conn-bench-vowel-deterding,LightGBM,4,1.0
conn-bench-vowel-deterding,Provably Robust Boosting,4,0.9199775533108866
conn-bench-vowel-deterding,XBART,4,0.9263748597081932
conn-bench-vowel-deterding,Adaboost,5,0.9312008978675644
conn-bench-vowel-deterding,LightGBM,5,0.9987654320987654
conn-bench-vowel-deterding,Provably Robust Boosting,5,0.9345679012345678
conn-bench-vowel-deterding,XBART,5,0.8762065095398429
conn-bench-vowel-deterding,Adaboost,6,0.9153759820426488
conn-bench-vowel-deterding,LightGBM,6,0.9996632996632996
conn-bench-vowel-deterding,Provably Robust Boosting,6,0.924466891133558
conn-bench-vowel-deterding,XBART,6,0.894949494949495
conn-bench-vowel-deterding,Adaboost,7,0.9205387205387204
conn-bench-vowel-deterding,LightGBM,7,0.9997755331088664
conn-bench-vowel-deterding,Provably Robust Boosting,7,0.9190796857463523
conn-bench-vowel-deterding,XBART,7,0.9206509539842874
conn-bench-vowel-deterding,Adaboost,8,0.9097643097643098
conn-bench-vowel-deterding,LightGBM,8,0.9996632996632996
conn-bench-vowel-deterding,Provably Robust Boosting,8,0.9089786756453424
conn-bench-vowel-deterding,XBART,8,0.9029180695847362
conn-bench-vowel-deterding,Adaboost,9,0.9351290684624018
conn-bench-vowel-deterding,LightGBM,9,0.9998877665544332
conn-bench-vowel-deterding,Provably Robust Boosting,9,0.8828282828282827
conn-bench-vowel-deterding,XBART,9,0.8829405162738496
contrac,Adaboost,0,0.6624318908246966
contrac,LightGBM,0,0.7236874782468603
contrac,Provably Robust Boosting,0,0.6206842446389541
contrac,XBART,0,0.4952356381148951
contrac,Adaboost,1,0.7200898656924637
contrac,LightGBM,1,0.7549416336137155
contrac,Provably Robust Boosting,1,0.650661384105098
contrac,XBART,1,0.505093641725093
contrac,Adaboost,2,0.741051168079221
contrac,LightGBM,2,0.7606477631993137
contrac,Provably Robust Boosting,2,0.7029307879531664
contrac,XBART,2,0.5
contrac,Adaboost,3,0.7250491515496859
contrac,LightGBM,3,0.7612959579986524
contrac,Provably Robust Boosting,3,0.6685124120532494
contrac,XBART,3,0.5116552347059682
contrac,Adaboost,4,0.7141012439000054
contrac,LightGBM,4,0.7678448749693035
contrac,Provably Robust Boosting,4,0.6815058204745658
contrac,XBART,4,0.5123487626044569
contrac,Adaboost,5,0.6748382190019372
contrac,LightGBM,5,0.7312597897124471
contrac,Provably Robust Boosting,5,0.5531340160997945
contrac,XBART,5,0.4922778853699906
contrac,Adaboost,6,0.6467386252303511
contrac,LightGBM,6,0.693839008889042
contrac,Provably Robust Boosting,6,0.5455448272255917
contrac,XBART,6,0.510168894555873
contrac,Adaboost,7,0.7124984585363473
contrac,LightGBM,7,0.7793259515395738
contrac,Provably Robust Boosting,7,0.6664739715219775
contrac,XBART,7,0.5108507096795832
contrac,Adaboost,8,0.6756241372146944
contrac,LightGBM,8,0.7237739593445034
contrac,Provably Robust Boosting,8,0.6085451026503105
contrac,XBART,8,0.4882968228049682
contrac,Adaboost,9,0.7036850222373975
contrac,LightGBM,9,0.7537092097996302
contrac,Provably Robust Boosting,9,0.6318161250052087
contrac,XBART,9,0.4982442337007122
credit-approval,Adaboost,0,0.9473684210526316
credit-approval,LightGBM,0,0.952037351443124
credit-approval,Provably Robust Boosting,0,0.9159592529711376
credit-approval,XBART,0,0.548811544991511
credit-approval,Adaboost,1,0.8658743633276741
credit-approval,LightGBM,1,0.9516129032258064
credit-approval,Provably Robust Boosting,1,0.8662988115449914
credit-approval,XBART,1,0.928692699490662
credit-approval,Adaboost,2,0.9588285229202036
credit-approval,LightGBM,2,0.9558573853989814
credit-approval,Provably Robust Boosting,2,0.9384550084889643
credit-approval,XBART,2,0.7954159592529713
credit-approval,Adaboost,3,0.8157894736842105
credit-approval,LightGBM,3,0.8522920203735145
credit-approval,Provably Robust Boosting,3,0.8527164685908319
credit-approval,XBART,3,0.8302207130730052
credit-approval,Adaboost,4,0.9953310696095076
credit-approval,LightGBM,4,0.9940577249575552
credit-approval,Provably Robust Boosting,4,0.9838709677419356
credit-approval,XBART,4,0.8344651952461799
credit-approval,Adaboost,5,0.9066213921901528
credit-approval,LightGBM,5,0.8794567062818336
credit-approval,Provably Robust Boosting,5,0.8807300509337861
credit-approval,XBART,5,0.24915110356536505
credit-approval,Adaboost,6,0.9422750424448216
credit-approval,LightGBM,6,0.9533106960950763
credit-approval,Provably Robust Boosting,6,0.9626485568760612
credit-approval,XBART,6,0.904074702886248
credit-approval,Adaboost,7,0.8769230769230769
credit-approval,LightGBM,7,0.8504273504273504
credit-approval,Provably Robust Boosting,7,0.8662393162393163
credit-approval,XBART,7,0.5641025641025642
credit-approval,Adaboost,8,0.923931623931624
credit-approval,LightGBM,8,0.9243589743589744
credit-approval,Provably Robust Boosting,8,0.9149572649572649
credit-approval,XBART,8,0.4615384615384616
credit-approval,Adaboost,9,0.9743589743589745
credit-approval,LightGBM,9,0.9974358974358974
credit-approval,Provably Robust Boosting,9,0.9893162393162392
credit-approval,XBART,9,0.5598290598290598
cylinder-bands,Adaboost,0,0.81015625
cylinder-bands,LightGBM,0,0.878125
cylinder-bands,Provably Robust Boosting,0,0.63515625
cylinder-bands,XBART,0,0.7843749999999999
cylinder-bands,Adaboost,1,0.68125
cylinder-bands,LightGBM,1,0.7671875
cylinder-bands,Provably Robust Boosting,1,0.6796875
cylinder-bands,XBART,1,0.6796875
cylinder-bands,Adaboost,2,0.8862903225806451
cylinder-bands,LightGBM,2,0.9370967741935484
cylinder-bands,Provably Robust Boosting,2,0.7225806451612904
cylinder-bands,XBART,2,0.8516129032258064
cylinder-bands,Adaboost,3,0.7024193548387098
cylinder-bands,LightGBM,3,0.8145161290322581
cylinder-bands,Provably Robust Boosting,3,0.6548387096774193
cylinder-bands,XBART,3,0.5774193548387097
cylinder-bands,Adaboost,4,0.8395161290322579
cylinder-bands,LightGBM,4,0.8919354838709677
cylinder-bands,Provably Robust Boosting,4,0.5983870967741935
cylinder-bands,XBART,4,0.7306451612903226
cylinder-bands,Adaboost,5,0.9024193548387096
cylinder-bands,LightGBM,5,0.8709677419354839
cylinder-bands,Provably Robust Boosting,5,0.6846774193548386
cylinder-bands,XBART,5,0.8629032258064516
cylinder-bands,Adaboost,6,0.8161290322580644
cylinder-bands,LightGBM,6,0.8403225806451614
cylinder-bands,Provably Robust Boosting,6,0.7403225806451612
cylinder-bands,XBART,6,0.8016129032258064
cylinder-bands,Adaboost,7,0.8532258064516128
cylinder-bands,LightGBM,7,0.8935483870967742
cylinder-bands,Provably Robust Boosting,7,0.8290322580645161
cylinder-bands,XBART,7,0.8935483870967742
cylinder-bands,Adaboost,8,0.7241935483870968
cylinder-bands,LightGBM,8,0.85
cylinder-bands,Provably Robust Boosting,8,0.7370967741935485
cylinder-bands,XBART,8,0.8161290322580645
cylinder-bands,Adaboost,9,0.9
cylinder-bands,LightGBM,9,0.9209677419354838
cylinder-bands,Provably Robust Boosting,9,0.7564516129032258
cylinder-bands,XBART,9,0.8516129032258065
dermatology,Adaboost,0,0.9981646825396826
dermatology,LightGBM,0,1.0
dermatology,Provably Robust Boosting,0,0.9979166666666668
dermatology,XBART,0,0.9712301587301588
dermatology,Adaboost,1,0.9971662186379928
dermatology,LightGBM,1,1.0
dermatology,Provably Robust Boosting,1,0.9982078853046596
dermatology,XBART,1,0.9123921530977984
dermatology,Adaboost,2,0.992176299283154
dermatology,LightGBM,2,0.9936411930363545
dermatology,Provably Robust Boosting,2,0.97992431515617
dermatology,XBART,2,0.8839285714285715
dermatology,Adaboost,3,0.9870183691756272
dermatology,LightGBM,3,1.0
dermatology,Provably Robust Boosting,3,1.0
dermatology,XBART,3,0.9619948090470892
dermatology,Adaboost,4,1.0
dermatology,LightGBM,4,0.9971662186379928
dermatology,Provably Robust Boosting,4,0.996051747311828
dermatology,XBART,4,0.9648444259053268
dermatology,Adaboost,5,0.9858310931899642
dermatology,LightGBM,5,1.0
dermatology,Provably Robust Boosting,5,0.988690476190476
dermatology,XBART,5,0.9333029313876088
dermatology,Adaboost,6,0.9875868055555556
dermatology,LightGBM,6,0.9955439814814816
dermatology,Provably Robust Boosting,6,0.989597800925926
dermatology,XBART,6,0.9802301416256158
dermatology,Adaboost,7,0.9979988052568696
dermatology,LightGBM,7,1.0
dermatology,Provably Robust Boosting,7,1.0
dermatology,XBART,7,0.9541868817953356
dermatology,Adaboost,8,0.9935185185185186
dermatology,LightGBM,8,0.996146953405018
dermatology,Provably Robust Boosting,8,0.9864396654719236
dermatology,XBART,8,0.9376271989453304
dermatology,Adaboost,9,0.9901433691756272
dermatology,LightGBM,9,1.0
dermatology,Provably Robust Boosting,9,0.9947643097643096
dermatology,XBART,9,0.9738583494655604
diabetes,Adaboost,0,0.8466666666666667
diabetes,LightGBM,0,0.8874074074074074
diabetes,Provably Robust Boosting,0,0.5
diabetes,XBART,0,0.8629629629629629
diabetes,Adaboost,1,0.8970370370370371
diabetes,LightGBM,1,0.8577777777777778
diabetes,Provably Robust Boosting,1,0.5
diabetes,XBART,1,0.8288888888888888
diabetes,Adaboost,2,0.802962962962963
diabetes,LightGBM,2,0.8125925925925925
diabetes,Provably Robust Boosting,2,0.5
diabetes,XBART,2,0.7985185185185184
diabetes,Adaboost,3,0.8492592592592593
diabetes,LightGBM,3,0.9177777777777778
diabetes,Provably Robust Boosting,3,0.5
diabetes,XBART,3,0.934074074074074
diabetes,Adaboost,4,0.8714814814814815
diabetes,LightGBM,4,0.8744444444444445
diabetes,Provably Robust Boosting,4,0.5
diabetes,XBART,4,0.8474074074074074
diabetes,Adaboost,5,0.8011111111111111
diabetes,LightGBM,5,0.8229629629629629
diabetes,Provably Robust Boosting,5,0.5
diabetes,XBART,5,0.802962962962963
diabetes,Adaboost,6,0.8422222222222222
diabetes,LightGBM,6,0.8303703703703703
diabetes,Provably Robust Boosting,6,0.5
diabetes,XBART,6,0.7911111111111111
diabetes,Adaboost,7,0.7933333333333332
diabetes,LightGBM,7,0.8081481481481481
diabetes,Provably Robust Boosting,7,0.4977777777777778
diabetes,XBART,7,0.8177777777777777
diabetes,Adaboost,8,0.8061538461538462
diabetes,LightGBM,8,0.8665384615384615
diabetes,Provably Robust Boosting,8,0.5
diabetes,XBART,8,0.8146153846153846
diabetes,Adaboost,9,0.7292307692307692
diabetes,LightGBM,9,0.7253846153846154
diabetes,Provably Robust Boosting,9,0.5
diabetes,XBART,9,0.7276923076923077
diggle_table_a2,Adaboost,0,1.0
diggle_table_a2,LightGBM,0,1.0
diggle_table_a2,Provably Robust Boosting,0,0.5
diggle_table_a2,XBART,0,1.0
diggle_table_a2,Adaboost,1,1.0
diggle_table_a2,LightGBM,1,1.0
diggle_table_a2,Provably Robust Boosting,1,0.5
diggle_table_a2,XBART,1,1.0
diggle_table_a2,Adaboost,2,1.0
diggle_table_a2,LightGBM,2,0.9958333333333332
diggle_table_a2,Provably Robust Boosting,2,0.5
diggle_table_a2,XBART,2,0.9958333333333332
diggle_table_a2,Adaboost,3,1.0
diggle_table_a2,LightGBM,3,1.0
diggle_table_a2,Provably Robust Boosting,3,0.5
diggle_table_a2,XBART,3,1.0
diggle_table_a2,Adaboost,4,1.0
diggle_table_a2,LightGBM,4,1.0
diggle_table_a2,Provably Robust Boosting,4,0.5
diggle_table_a2,XBART,4,1.0
diggle_table_a2,Adaboost,5,1.0
diggle_table_a2,LightGBM,5,1.0
diggle_table_a2,Provably Robust Boosting,5,0.5
diggle_table_a2,XBART,5,1.0
diggle_table_a2,Adaboost,6,1.0
diggle_table_a2,LightGBM,6,1.0
diggle_table_a2,Provably Robust Boosting,6,0.5
diggle_table_a2,XBART,6,1.0
diggle_table_a2,Adaboost,7,1.0
diggle_table_a2,LightGBM,7,1.0
diggle_table_a2,Provably Robust Boosting,7,0.5
diggle_table_a2,XBART,7,1.0
diggle_table_a2,Adaboost,8,1.0
diggle_table_a2,LightGBM,8,1.0
diggle_table_a2,Provably Robust Boosting,8,0.5
diggle_table_a2,XBART,8,1.0
diggle_table_a2,Adaboost,9,1.0
diggle_table_a2,LightGBM,9,1.0
diggle_table_a2,Provably Robust Boosting,9,0.5
diggle_table_a2,XBART,9,1.0
disclosure_z,Adaboost,0,0.4214285714285714
disclosure_z,LightGBM,0,0.4830357142857142
disclosure_z,Provably Robust Boosting,0,0.5
disclosure_z,XBART,0,0.5
disclosure_z,Adaboost,1,0.4558035714285714
disclosure_z,LightGBM,1,0.5482142857142858
disclosure_z,Provably Robust Boosting,1,0.5
disclosure_z,XBART,1,0.4986607142857142
disclosure_z,Adaboost,2,0.4613970588235294
disclosure_z,LightGBM,2,0.4696691176470588
disclosure_z,Provably Robust Boosting,2,0.5
disclosure_z,XBART,2,0.5551470588235293
disclosure_z,Adaboost,3,0.4287683823529413
disclosure_z,LightGBM,3,0.4921875
disclosure_z,Provably Robust Boosting,3,0.5
disclosure_z,XBART,3,0.5147058823529411
disclosure_z,Adaboost,4,0.6253456221198157
disclosure_z,LightGBM,4,0.6562211981566821
disclosure_z,Provably Robust Boosting,4,0.5
disclosure_z,XBART,4,0.5
disclosure_z,Adaboost,5,0.447926267281106
disclosure_z,LightGBM,5,0.4912442396313363
disclosure_z,Provably Robust Boosting,5,0.5
disclosure_z,XBART,5,0.6092165898617512
disclosure_z,Adaboost,6,0.5165898617511521
disclosure_z,LightGBM,6,0.5843317972350229
disclosure_z,Provably Robust Boosting,6,0.5
disclosure_z,XBART,6,0.4838709677419355
disclosure_z,Adaboost,7,0.5778801843317972
disclosure_z,LightGBM,7,0.556221198156682
disclosure_z,Provably Robust Boosting,7,0.5
disclosure_z,XBART,7,0.5
disclosure_z,Adaboost,8,0.6709677419354839
disclosure_z,LightGBM,8,0.5778801843317972
disclosure_z,Provably Robust Boosting,8,0.5
disclosure_z,XBART,8,0.5
disclosure_z,Adaboost,9,0.4986175115207374
disclosure_z,LightGBM,9,0.5147465437788018
disclosure_z,Provably Robust Boosting,9,0.5
disclosure_z,XBART,9,0.4488479262672811
echocardiogram,Adaboost,0,0.9888888888888888
echocardiogram,LightGBM,0,1.0
echocardiogram,Provably Robust Boosting,0,0.5
echocardiogram,XBART,0,0.8444444444444444
echocardiogram,Adaboost,1,1.0
echocardiogram,LightGBM,1,1.0
echocardiogram,Provably Robust Boosting,1,0.5
echocardiogram,XBART,1,0.9444444444444444
echocardiogram,Adaboost,2,0.6527777777777778
echocardiogram,LightGBM,2,0.6527777777777777
echocardiogram,Provably Robust Boosting,2,0.5
echocardiogram,XBART,2,0.6388888888888888
echocardiogram,Adaboost,3,0.7777777777777778
echocardiogram,LightGBM,3,0.8333333333333334
echocardiogram,Provably Robust Boosting,3,0.4722222222222223
echocardiogram,XBART,3,0.8055555555555556
echocardiogram,Adaboost,4,0.6666666666666667
echocardiogram,LightGBM,4,0.8333333333333335
echocardiogram,Provably Robust Boosting,4,0.5
echocardiogram,XBART,4,0.8611111111111112
echocardiogram,Adaboost,5,0.8888888888888888
echocardiogram,LightGBM,5,0.9166666666666669
echocardiogram,Provably Robust Boosting,5,0.5
echocardiogram,XBART,5,0.8333333333333334
echocardiogram,Adaboost,6,0.5
echocardiogram,LightGBM,6,0.8888888888888888
echocardiogram,Provably Robust Boosting,6,0.6805555555555556
echocardiogram,XBART,6,0.8333333333333334
echocardiogram,Adaboost,7,1.0
echocardiogram,LightGBM,7,0.9722222222222222
echocardiogram,Provably Robust Boosting,7,0.6111111111111112
echocardiogram,XBART,7,1.0
echocardiogram,Adaboost,8,0.95
echocardiogram,LightGBM,8,0.775
echocardiogram,Provably Robust Boosting,8,0.5
echocardiogram,XBART,8,0.825
echocardiogram,Adaboost,9,0.875
echocardiogram,LightGBM,9,0.8250000000000001
echocardiogram,Provably Robust Boosting,9,0.675
echocardiogram,XBART,9,0.8500000000000001
ecoli,Adaboost,0,0.9597063059948722
ecoli,LightGBM,0,0.997241379310345
ecoli,Provably Robust Boosting,0,0.942227532277734
ecoli,XBART,0,0.5392570042087048
ecoli,Adaboost,1,0.9442609420287834
ecoli,LightGBM,1,0.9694179894179892
ecoli,Provably Robust Boosting,1,0.95936088134686
ecoli,XBART,1,0.25978005280783223
ecoli,Adaboost,2,0.9253130431442592
ecoli,LightGBM,2,0.9848510164299638
ecoli,Provably Robust Boosting,2,0.9213188653874209
ecoli,XBART,2,0.5
ecoli,Adaboost,3,0.9487426200051341
ecoli,LightGBM,3,0.9679590570719604
ecoli,Provably Robust Boosting,3,0.9822115384615384
ecoli,XBART,3,0.22547274749721916
ecoli,Adaboost,4,0.9619408011343497
ecoli,LightGBM,4,0.9482198983811888
ecoli,Provably Robust Boosting,4,0.9056258123596834
ecoli,XBART,4,0.5
ecoli,Adaboost,5,0.9066312182441216
ecoli,LightGBM,5,0.9119481862223798
ecoli,Provably Robust Boosting,5,0.9406008507621412
ecoli,XBART,5,0.4746177478435543
ecoli,Adaboost,6,0.97850208855472
ecoli,LightGBM,6,0.9754644945697578
ecoli,Provably Robust Boosting,6,0.9807243107769424
ecoli,XBART,6,0.44536633249791147
ecoli,Adaboost,7,0.9418086883876357
ecoli,LightGBM,7,0.9581888053466999
ecoli,Provably Robust Boosting,7,0.9321349206349208
ecoli,XBART,7,0.5
ecoli,Adaboost,8,0.9484644945697578
ecoli,LightGBM,8,0.9757126148705098
ecoli,Provably Robust Boosting,8,0.9783308270676692
ecoli,XBART,8,0.4643082706766918
ecoli,Adaboost,9,0.8936201627539371
ecoli,LightGBM,9,0.9749530723360124
ecoli,Provably Robust Boosting,9,0.9501619803122936
ecoli,XBART,9,0.5
elusage,Adaboost,0,0.75
elusage,LightGBM,0,0.75
elusage,Provably Robust Boosting,0,0.5
elusage,XBART,0,0.875
elusage,Adaboost,1,1.0
elusage,LightGBM,1,0.8888888888888888
elusage,Provably Robust Boosting,1,0.5
elusage,XBART,1,1.0
elusage,Adaboost,2,1.0
elusage,LightGBM,2,1.0
elusage,Provably Robust Boosting,2,0.5
elusage,XBART,2,1.0
elusage,Adaboost,3,1.0
elusage,LightGBM,3,1.0
elusage,Provably Robust Boosting,3,0.5
elusage,XBART,3,1.0
elusage,Adaboost,4,1.0
elusage,LightGBM,4,1.0
elusage,Provably Robust Boosting,4,0.5
elusage,XBART,4,1.0
elusage,Adaboost,5,1.0
elusage,LightGBM,5,1.0
elusage,Provably Robust Boosting,5,0.5
elusage,XBART,5,1.0
elusage,Adaboost,6,0.75
elusage,LightGBM,6,0.9166666666666666
elusage,Provably Robust Boosting,6,0.5
elusage,XBART,6,0.9166666666666666
elusage,Adaboost,7,1.0
elusage,LightGBM,7,1.0
elusage,Provably Robust Boosting,7,0.5
elusage,XBART,7,1.0
elusage,Adaboost,8,1.0
elusage,LightGBM,8,1.0
elusage,Provably Robust Boosting,8,0.5
elusage,XBART,8,1.0
elusage,Adaboost,9,0.8333333333333333
elusage,LightGBM,9,0.6666666666666666
elusage,Provably Robust Boosting,9,0.5
elusage,XBART,9,1.0
energy-y1,Adaboost,0,0.914822158312286
energy-y1,LightGBM,0,0.9945193542638374
energy-y1,Provably Robust Boosting,0,0.9433583749669696
energy-y1,XBART,0,0.9342321282623256
energy-y1,Adaboost,1,0.9088955256899508
energy-y1,LightGBM,1,0.9945615102409529
energy-y1,Provably Robust Boosting,1,0.9138801627245298
energy-y1,XBART,1,0.6885496746123924
energy-y1,Adaboost,2,0.9430908442871276
energy-y1,LightGBM,2,0.986535651297556
energy-y1,Provably Robust Boosting,2,0.914273362461516
energy-y1,XBART,2,0.9835777273872512
energy-y1,Adaboost,3,0.976985294569499
