Dataset Name,Algorithm Name,Cross Validation[1-10],AUC
monks-2,LightGBM,7,0.5231990231990231
monks-2,Provably Robust Boosting,7,0.5
monks-2,XBART,7,0.6288156288156288
monks-2,Adaboost,8,0.4798534798534799
monks-2,LightGBM,8,0.6288156288156288
monks-2,Provably Robust Boosting,8,0.5
monks-2,XBART,8,0.4743589743589744
monks-2,Adaboost,9,0.5494505494505495
monks-2,LightGBM,9,0.6465201465201464
monks-2,Provably Robust Boosting,9,0.5
monks-2,XBART,9,0.5347985347985348
monks-3,Adaboost,0,1.0
monks-3,LightGBM,0,0.9987228607918264
monks-3,Provably Robust Boosting,0,0.9527458492975734
monks-3,XBART,0,0.9821200510855684
monks-3,Adaboost,1,0.9923371647509578
monks-3,LightGBM,1,0.9987228607918264
monks-3,Provably Robust Boosting,1,0.938058748403576
monks-3,XBART,1,0.9540229885057472
monks-3,Adaboost,2,0.9680715197956578
monks-3,LightGBM,2,0.9833971902937422
monks-3,Provably Robust Boosting,2,0.9597701149425288
monks-3,XBART,2,0.9220945083014048
monks-3,Adaboost,3,1.0
monks-3,LightGBM,3,0.9987228607918264
monks-3,Provably Robust Boosting,3,0.9284802043422732
monks-3,XBART,3,0.9782886334610472
monks-3,Adaboost,4,0.9973474801061007
monks-3,LightGBM,4,1.0
monks-3,Provably Robust Boosting,4,0.98342175066313
monks-3,XBART,4,0.996684350132626
monks-3,Adaboost,5,0.986737400530504
monks-3,LightGBM,5,0.9973474801061007
monks-3,Provably Robust Boosting,5,0.9277188328912468
monks-3,XBART,5,0.9986737400530504
monks-3,Adaboost,6,0.9946949602122016
monks-3,LightGBM,6,0.9986737400530504
monks-3,Provably Robust Boosting,6,0.919761273209549
monks-3,XBART,6,1.0
monks-3,Adaboost,7,1.0
monks-3,LightGBM,7,1.0
monks-3,Provably Robust Boosting,7,0.9549071618037136
monks-3,XBART,7,1.0
monks-3,Adaboost,8,1.0
monks-3,LightGBM,8,0.9947089947089948
monks-3,Provably Robust Boosting,8,0.9232804232804231
monks-3,XBART,8,0.9947089947089948
monks-3,Adaboost,9,1.0
monks-3,LightGBM,9,1.0
monks-3,Provably Robust Boosting,9,0.9596560846560848
monks-3,XBART,9,0.9867724867724867
mushroom,Adaboost,0,1.0
mushroom,LightGBM,0,1.0
mushroom,Provably Robust Boosting,0,0.9546815163119879
mushroom,XBART,0,0.1286962528479325
mushroom,Adaboost,1,1.0
mushroom,LightGBM,1,1.0
mushroom,Provably Robust Boosting,1,0.9715903582335548
mushroom,XBART,1,0.9713388918512772
mushroom,Adaboost,2,1.0
mushroom,LightGBM,2,1.0
mushroom,Provably Robust Boosting,2,0.9722871927868536
mushroom,XBART,2,0.647925856803529
mushroom,Adaboost,3,1.0
mushroom,LightGBM,3,1.0
mushroom,Provably Robust Boosting,3,0.9731112753890157
mushroom,XBART,3,0.0166876726937806
mushroom,Adaboost,4,1.0
mushroom,LightGBM,4,1.0
mushroom,Provably Robust Boosting,4,0.9747448979591836
mushroom,XBART,4,0.4936467444120505
mushroom,Adaboost,5,1.0
mushroom,LightGBM,5,1.0
mushroom,Provably Robust Boosting,5,0.9831511175898929
mushroom,XBART,5,0.023721452866861014
mushroom,Adaboost,6,1.0
mushroom,LightGBM,6,1.0
mushroom,Provably Robust Boosting,6,0.9651906616204264
mushroom,XBART,6,0.9354326260091974
mushroom,Adaboost,7,1.0
mushroom,LightGBM,7,1.0
mushroom,Provably Robust Boosting,7,0.9817812904362404
mushroom,XBART,7,0.5429224049425616
mushroom,Adaboost,8,1.0
mushroom,LightGBM,8,1.0
mushroom,Provably Robust Boosting,8,0.9822308351203748
mushroom,XBART,8,0.1593210660283942
mushroom,Adaboost,9,1.0
mushroom,LightGBM,9,1.0
mushroom,Provably Robust Boosting,9,0.9636749670435149
mushroom,XBART,9,0.01794533779638056
musk-1,Adaboost,0,0.9664902998236332
musk-1,LightGBM,0,0.984126984126984
musk-1,Provably Robust Boosting,0,0.8712522045855379
musk-1,XBART,0,0.5097001763668431
musk-1,Adaboost,1,0.9982363315696651
musk-1,LightGBM,1,0.9982363315696651
musk-1,Provably Robust Boosting,1,0.8447971781305115
musk-1,XBART,1,0.6331569664902998
musk-1,Adaboost,2,0.9982363315696651
musk-1,LightGBM,2,0.9858906525573192
musk-1,Provably Robust Boosting,2,0.8800705467372135
musk-1,XBART,2,0.6058201058201058
musk-1,Adaboost,3,0.873015873015873
musk-1,LightGBM,3,0.9171075837742504
musk-1,Provably Robust Boosting,3,0.7522045855379189
musk-1,XBART,3,0.537037037037037
musk-1,Adaboost,4,0.9770723104056438
musk-1,LightGBM,4,0.9876543209876544
musk-1,Provably Robust Boosting,4,0.8483245149911817
musk-1,XBART,4,0.5652557319223985
musk-1,Adaboost,5,0.941798941798942
musk-1,LightGBM,5,0.9594356261022928
musk-1,Provably Robust Boosting,5,0.7372134038800706
musk-1,XBART,5,0.6349206349206349
musk-1,Adaboost,6,0.9413919413919414
musk-1,LightGBM,6,0.9725274725274724
musk-1,Provably Robust Boosting,6,0.7884615384615384
musk-1,XBART,6,0.5576923076923077
musk-1,Adaboost,7,0.9851851851851852
musk-1,LightGBM,7,0.9796296296296296
musk-1,Provably Robust Boosting,7,0.8314814814814815
musk-1,XBART,7,0.6111111111111112
musk-1,Adaboost,8,0.9444444444444444
musk-1,LightGBM,8,0.9796296296296296
musk-1,Provably Robust Boosting,8,0.7592592592592593
musk-1,XBART,8,0.5
musk-1,Adaboost,9,0.9425925925925926
musk-1,LightGBM,9,0.9907407407407408
musk-1,Provably Robust Boosting,9,0.8194444444444445
musk-1,XBART,9,0.537037037037037
newton_hema,Adaboost,0,0.6326530612244898
newton_hema,LightGBM,0,0.653061224489796
newton_hema,Provably Robust Boosting,0,0.6632653061224489
newton_hema,XBART,0,0.8571428571428571
newton_hema,Adaboost,1,0.8775510204081632
newton_hema,LightGBM,1,0.8673469387755102
newton_hema,Provably Robust Boosting,1,0.5102040816326531
newton_hema,XBART,1,0.8979591836734693
newton_hema,Adaboost,2,0.7653061224489796
newton_hema,LightGBM,2,0.8367346938775511
newton_hema,Provably Robust Boosting,2,0.5714285714285714
newton_hema,XBART,2,0.8571428571428571
newton_hema,Adaboost,3,0.8775510204081632
newton_hema,LightGBM,3,0.8367346938775511
newton_hema,Provably Robust Boosting,3,0.5102040816326531
newton_hema,XBART,3,1.0
newton_hema,Adaboost,4,0.9591836734693878
newton_hema,LightGBM,4,0.9795918367346941
newton_hema,Provably Robust Boosting,4,0.5
newton_hema,XBART,4,0.8979591836734694
newton_hema,Adaboost,5,0.8163265306122449
newton_hema,LightGBM,5,0.9183673469387754
newton_hema,Provably Robust Boosting,5,0.5714285714285714
newton_hema,XBART,5,0.8163265306122449
newton_hema,Adaboost,6,0.8163265306122449
newton_hema,LightGBM,6,0.9183673469387756
newton_hema,Provably Robust Boosting,6,0.5
newton_hema,XBART,6,0.9183673469387756
newton_hema,Adaboost,7,0.7857142857142858
newton_hema,LightGBM,7,0.8469387755102041
newton_hema,Provably Robust Boosting,7,0.35714285714285715
newton_hema,XBART,7,0.7755102040816326
newton_hema,Adaboost,8,0.7755102040816326
newton_hema,LightGBM,8,0.8163265306122449
newton_hema,Provably Robust Boosting,8,0.5
newton_hema,XBART,8,0.8163265306122448
newton_hema,Adaboost,9,0.8367346938775511
newton_hema,LightGBM,9,0.6938775510204082
newton_hema,Provably Robust Boosting,9,0.3571428571428571
newton_hema,XBART,9,0.7142857142857143
no2,Adaboost,0,0.74
no2,LightGBM,0,0.716
no2,Provably Robust Boosting,0,0.5408
no2,XBART,0,0.6816
no2,Adaboost,1,0.6048
no2,LightGBM,1,0.6464
no2,Provably Robust Boosting,1,0.4736
no2,XBART,1,0.648
no2,Adaboost,2,0.6152000000000001
no2,LightGBM,2,0.6792
no2,Provably Robust Boosting,2,0.5944
no2,XBART,2,0.6567999999999999
no2,Adaboost,3,0.5408
no2,LightGBM,3,0.6015999999999999
no2,Provably Robust Boosting,3,0.6200000000000001
no2,XBART,3,0.5648
no2,Adaboost,4,0.6880000000000001
no2,LightGBM,4,0.6736000000000001
no2,Provably Robust Boosting,4,0.5608
no2,XBART,4,0.6279999999999999
no2,Adaboost,5,0.6496000000000001
no2,LightGBM,5,0.7536
no2,Provably Robust Boosting,5,0.5952
no2,XBART,5,0.7072
no2,Adaboost,6,0.5968
no2,LightGBM,6,0.624
no2,Provably Robust Boosting,6,0.5592
no2,XBART,6,0.608
no2,Adaboost,7,0.648
no2,LightGBM,7,0.848
no2,Provably Robust Boosting,7,0.4896
no2,XBART,7,0.7696
no2,Adaboost,8,0.6
no2,LightGBM,8,0.6864
no2,Provably Robust Boosting,8,0.6088
no2,XBART,8,0.6272
no2,Adaboost,9,0.6698717948717949
no2,LightGBM,9,0.6939102564102564
no2,Provably Robust Boosting,9,0.5665064102564102
no2,XBART,9,0.6698717948717949
oocytes_merluccius_nucleus_4d,Adaboost,0,0.8128729752770674
oocytes_merluccius_nucleus_4d,LightGBM,0,0.8623188405797102
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,0,0.7284739982949702
oocytes_merluccius_nucleus_4d,XBART,0,0.8618925831202046
oocytes_merluccius_nucleus_4d,Adaboost,1,0.7399829497016198
oocytes_merluccius_nucleus_4d,LightGBM,1,0.8393009377664109
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,1,0.6745524296675192
oocytes_merluccius_nucleus_4d,XBART,1,0.8567774936061382
oocytes_merluccius_nucleus_4d,Adaboost,2,0.8985507246376812
oocytes_merluccius_nucleus_4d,LightGBM,2,0.9464207290294246
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,2,0.6420729029424682
oocytes_merluccius_nucleus_4d,XBART,2,0.8976723759332456
oocytes_merluccius_nucleus_4d,Adaboost,3,0.8418972332015809
oocytes_merluccius_nucleus_4d,LightGBM,3,0.8669301712779973
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,3,0.6282389108476065
oocytes_merluccius_nucleus_4d,XBART,3,0.8194993412384716
oocytes_merluccius_nucleus_4d,Adaboost,4,0.8458498023715415
oocytes_merluccius_nucleus_4d,LightGBM,4,0.907334211682038
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,4,0.699385155906895
oocytes_merluccius_nucleus_4d,XBART,4,0.8076416337285902
oocytes_merluccius_nucleus_4d,Adaboost,5,0.9052768166089966
oocytes_merluccius_nucleus_4d,LightGBM,5,0.907871972318339
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,5,0.7962802768166091
oocytes_merluccius_nucleus_4d,XBART,5,0.9061418685121106
oocytes_merluccius_nucleus_4d,Adaboost,6,0.8375865051903114
oocytes_merluccius_nucleus_4d,LightGBM,6,0.9156574394463668
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,6,0.7400519031141869
oocytes_merluccius_nucleus_4d,XBART,6,0.916089965397924
oocytes_merluccius_nucleus_4d,Adaboost,7,0.8205017301038062
oocytes_merluccius_nucleus_4d,LightGBM,7,0.8451557093425606
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,7,0.7670847750865052
oocytes_merluccius_nucleus_4d,XBART,7,0.8581314878892734
oocytes_merluccius_nucleus_4d,Adaboost,8,0.7714100346020762
oocytes_merluccius_nucleus_4d,LightGBM,8,0.8425605536332181
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,8,0.6022923875432526
oocytes_merluccius_nucleus_4d,XBART,8,0.8365051903114187
oocytes_merluccius_nucleus_4d,Adaboost,9,0.8239619377162629
oocytes_merluccius_nucleus_4d,LightGBM,9,0.8706747404844292
oocytes_merluccius_nucleus_4d,Provably Robust Boosting,9,0.6278114186851211
oocytes_merluccius_nucleus_4d,XBART,9,0.8568339100346021
oocytes_merluccius_states_2f,Adaboost,0,0.9904568729392672
oocytes_merluccius_states_2f,LightGBM,0,0.9946951522655748
oocytes_merluccius_states_2f,Provably Robust Boosting,0,0.9657230864963732
oocytes_merluccius_states_2f,XBART,0,0.9588103259694664
oocytes_merluccius_states_2f,Adaboost,1,0.9667469608300158
oocytes_merluccius_states_2f,LightGBM,1,0.9800057091239754
oocytes_merluccius_states_2f,Provably Robust Boosting,1,0.9657456804867688
oocytes_merluccius_states_2f,XBART,1,0.9170049398877262
oocytes_merluccius_states_2f,Adaboost,2,0.938298729778993
oocytes_merluccius_states_2f,LightGBM,2,0.9782188425609478
oocytes_merluccius_states_2f,Provably Robust Boosting,2,0.9537764154704944
oocytes_merluccius_states_2f,XBART,2,0.9692411426293006
oocytes_merluccius_states_2f,Adaboost,3,0.919279502174239
oocytes_merluccius_states_2f,LightGBM,3,0.9756388835336204
oocytes_merluccius_states_2f,Provably Robust Boosting,3,0.9262274610136452
oocytes_merluccius_states_2f,XBART,3,0.9258014159329948
oocytes_merluccius_states_2f,Adaboost,4,0.9936108299595142
oocytes_merluccius_states_2f,LightGBM,4,0.9957038027761712
oocytes_merluccius_states_2f,Provably Robust Boosting,4,0.9906505714071502
oocytes_merluccius_states_2f,XBART,4,0.9515769926954136
oocytes_merluccius_states_2f,Adaboost,5,0.9624664626309364
oocytes_merluccius_states_2f,LightGBM,5,0.9739986317288948
oocytes_merluccius_states_2f,Provably Robust Boosting,5,0.9720114589358012
oocytes_merluccius_states_2f,XBART,5,0.9444088988496884
oocytes_merluccius_states_2f,Adaboost,6,0.9818928330441488
oocytes_merluccius_states_2f,LightGBM,6,0.9945566373197952
oocytes_merluccius_states_2f,Provably Robust Boosting,6,0.984526152453784
oocytes_merluccius_states_2f,XBART,6,0.9615468960863698
oocytes_merluccius_states_2f,Adaboost,7,0.9614137507229612
oocytes_merluccius_states_2f,LightGBM,7,0.9952374927703876
oocytes_merluccius_states_2f,Provably Robust Boosting,7,0.9685516207720154
oocytes_merluccius_states_2f,XBART,7,0.9598512841933894
oocytes_merluccius_states_2f,Adaboost,8,0.9605606564488144
oocytes_merluccius_states_2f,LightGBM,8,0.9849485492577598
oocytes_merluccius_states_2f,Provably Robust Boosting,8,0.9614618142578668
oocytes_merluccius_states_2f,XBART,8,0.9725660304607672
oocytes_merluccius_states_2f,Adaboost,9,0.969450669944091
oocytes_merluccius_states_2f,LightGBM,9,0.9917648689030268
oocytes_merluccius_states_2f,Provably Robust Boosting,9,0.963773784086284
oocytes_merluccius_states_2f,XBART,9,0.9712256067519226
oocytes_trisopterus_nucleus_2f,Adaboost,0,0.8403483309143687
oocytes_trisopterus_nucleus_2f,LightGBM,0,0.8814707305273343
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,0,0.7065795839380745
oocytes_trisopterus_nucleus_2f,XBART,0,0.8988872762457667
oocytes_trisopterus_nucleus_2f,Adaboost,1,0.9029995162070634
oocytes_trisopterus_nucleus_2f,LightGBM,1,0.9196903725205612
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,1,0.5716013546202225
oocytes_trisopterus_nucleus_2f,XBART,1,0.915336236090953
oocytes_trisopterus_nucleus_2f,Adaboost,2,0.8793445878848063
oocytes_trisopterus_nucleus_2f,LightGBM,2,0.9369414101290964
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,2,0.5645481628599801
oocytes_trisopterus_nucleus_2f,XBART,2,0.8728897715988083
oocytes_trisopterus_nucleus_2f,Adaboost,3,0.8406156901688183
oocytes_trisopterus_nucleus_2f,LightGBM,3,0.8957298907646475
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,3,0.6348063555114202
oocytes_trisopterus_nucleus_2f,XBART,3,0.8391261171797417
oocytes_trisopterus_nucleus_2f,Adaboost,4,0.8113207547169812
oocytes_trisopterus_nucleus_2f,LightGBM,4,0.8937437934458788
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,4,0.5662859980139027
oocytes_trisopterus_nucleus_2f,XBART,4,0.8505461767626614
oocytes_trisopterus_nucleus_2f,Adaboost,5,0.7502482621648461
oocytes_trisopterus_nucleus_2f,LightGBM,5,0.8694141012909632
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,5,0.5759682224428997
oocytes_trisopterus_nucleus_2f,XBART,5,0.8540218470705064
oocytes_trisopterus_nucleus_2f,Adaboost,6,0.8286991062562066
oocytes_trisopterus_nucleus_2f,LightGBM,6,0.8937437934458788
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,6,0.6504468718967229
oocytes_trisopterus_nucleus_2f,XBART,6,0.8167825223435947
oocytes_trisopterus_nucleus_2f,Adaboost,7,0.8316074950690336
oocytes_trisopterus_nucleus_2f,LightGBM,7,0.903846153846154
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,7,0.628698224852071
oocytes_trisopterus_nucleus_2f,XBART,7,0.8969428007889546
oocytes_trisopterus_nucleus_2f,Adaboost,8,0.8574950690335306
oocytes_trisopterus_nucleus_2f,LightGBM,8,0.9186390532544378
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,8,0.6321499013806706
oocytes_trisopterus_nucleus_2f,XBART,8,0.9176528599605522
oocytes_trisopterus_nucleus_2f,Adaboost,9,0.8666173570019724
oocytes_trisopterus_nucleus_2f,LightGBM,9,0.9220907297830374
oocytes_trisopterus_nucleus_2f,Provably Robust Boosting,9,0.7162228796844181
oocytes_trisopterus_nucleus_2f,XBART,9,0.8994082840236686
oocytes_trisopterus_states_5b,Adaboost,0,0.8614498987854251
oocytes_trisopterus_states_5b,LightGBM,0,0.9633700079972012
oocytes_trisopterus_states_5b,Provably Robust Boosting,0,0.6917616334283001
oocytes_trisopterus_states_5b,XBART,0,0.9455618658469536
oocytes_trisopterus_states_5b,Adaboost,1,0.7196012645574048
oocytes_trisopterus_states_5b,LightGBM,1,0.8568819663117909
oocytes_trisopterus_states_5b,Provably Robust Boosting,1,0.7113188509021842
oocytes_trisopterus_states_5b,XBART,1,0.8412911730894187
oocytes_trisopterus_states_5b,Adaboost,2,0.8480946429664379
oocytes_trisopterus_states_5b,LightGBM,2,0.9806162177957048
oocytes_trisopterus_states_5b,Provably Robust Boosting,2,0.7991600735766683
oocytes_trisopterus_states_5b,XBART,2,0.9439788058341788
oocytes_trisopterus_states_5b,Adaboost,3,0.8254210818313382
oocytes_trisopterus_states_5b,LightGBM,3,0.9797968580019862
oocytes_trisopterus_states_5b,Provably Robust Boosting,3,0.7858772219907341
oocytes_trisopterus_states_5b,XBART,3,0.9054863930260071
oocytes_trisopterus_states_5b,Adaboost,4,0.9674305222137066
oocytes_trisopterus_states_5b,LightGBM,4,0.9886924329161998
oocytes_trisopterus_states_5b,Provably Robust Boosting,4,0.8083881630720425
oocytes_trisopterus_states_5b,XBART,4,0.9387346962984168
oocytes_trisopterus_states_5b,Adaboost,5,0.8794689426268375
oocytes_trisopterus_states_5b,LightGBM,5,0.9973412671194862
oocytes_trisopterus_states_5b,Provably Robust Boosting,5,0.8473795211961382
oocytes_trisopterus_states_5b,XBART,5,0.985985985985986
oocytes_trisopterus_states_5b,Adaboost,6,0.9154228376009244
oocytes_trisopterus_states_5b,LightGBM,6,0.978891668894979
oocytes_trisopterus_states_5b,Provably Robust Boosting,6,0.779427159698593
oocytes_trisopterus_states_5b,XBART,6,0.9449497826194284
oocytes_trisopterus_states_5b,Adaboost,7,0.8581376477437385
oocytes_trisopterus_states_5b,LightGBM,7,0.9591219819621012
oocytes_trisopterus_states_5b,Provably Robust Boosting,7,0.7824458354415323
oocytes_trisopterus_states_5b,XBART,7,0.9651134086751432
oocytes_trisopterus_states_5b,Adaboost,8,0.9432467223927006
oocytes_trisopterus_states_5b,LightGBM,8,0.9941846845190108
oocytes_trisopterus_states_5b,Provably Robust Boosting,8,0.8007449687357004
oocytes_trisopterus_states_5b,XBART,8,0.9639277145400946
oocytes_trisopterus_states_5b,Adaboost,9,0.7681949126223818
oocytes_trisopterus_states_5b,LightGBM,9,0.9748652594233528
oocytes_trisopterus_states_5b,Provably Robust Boosting,9,0.9316455260252526
oocytes_trisopterus_states_5b,XBART,9,0.97467871731106
ozone,Adaboost,0,0.990746096009254
ozone,LightGBM,0,0.9693464430306536
ozone,Provably Robust Boosting,0,0.8565644881434356
ozone,XBART,0,0.940427993059572
ozone,Adaboost,1,0.9381145170618856
ozone,LightGBM,1,0.8021978021978021
ozone,Provably Robust Boosting,1,0.5159051474840948
ozone,XBART,1,0.9410063620589936
ozone,Adaboost,2,0.8571428571428572
ozone,LightGBM,2,0.8646616541353384
ozone,Provably Robust Boosting,2,0.8024869866975128
ozone,XBART,2,0.8802776171197224
ozone,Adaboost,3,0.8089430894308942
ozone,LightGBM,3,0.8963414634146342
ozone,Provably Robust Boosting,3,0.5599593495934959
ozone,XBART,3,0.9375
ozone,Adaboost,4,0.9321646341463414
ozone,LightGBM,4,0.9166666666666669
ozone,Provably Robust Boosting,4,0.8755081300813008
ozone,XBART,4,0.9070121951219512
ozone,Adaboost,5,0.9435975609756098
ozone,LightGBM,5,0.9456300813008128
ozone,Provably Robust Boosting,5,0.8015752032520325
ozone,XBART,5,0.9303861788617886
ozone,Adaboost,6,0.7105110336817653
ozone,LightGBM,6,0.8495934959349594
ozone,Provably Robust Boosting,6,0.5940766550522648
ozone,XBART,6,0.7979094076655052
ozone,Adaboost,7,0.6852497096399536
ozone,LightGBM,7,0.8327526132404179
ozone,Provably Robust Boosting,7,0.7166085946573751
ozone,XBART,7,0.8670150987224157
ozone,Adaboost,8,0.9738675958188152
ozone,LightGBM,8,0.9686411149825784
ozone,Provably Robust Boosting,8,0.6158536585365854
ozone,XBART,8,0.9535423925667827
ozone,Adaboost,9,0.8943089430894308
ozone,LightGBM,9,0.8821138211382114
ozone,Provably Robust Boosting,9,0.8048780487804879
ozone,XBART,9,0.8896631823461091
parkinsons,Adaboost,0,0.96
parkinsons,LightGBM,0,1.0
parkinsons,Provably Robust Boosting,0,0.8866666666666667
parkinsons,XBART,0,0.9333333333333332
parkinsons,Adaboost,1,1.0
parkinsons,LightGBM,1,1.0
parkinsons,Provably Robust Boosting,1,0.9466666666666668
parkinsons,XBART,1,1.0
parkinsons,Adaboost,2,0.9466666666666668
parkinsons,LightGBM,2,0.96
parkinsons,Provably Robust Boosting,2,0.8266666666666667
parkinsons,XBART,2,0.9466666666666668
parkinsons,Adaboost,3,0.9733333333333334
parkinsons,LightGBM,3,0.9866666666666668
parkinsons,Provably Robust Boosting,3,0.8266666666666667
parkinsons,XBART,3,1.0
parkinsons,Adaboost,4,0.9866666666666668
parkinsons,LightGBM,4,1.0
parkinsons,Provably Robust Boosting,4,0.9000000000000001
parkinsons,XBART,4,1.0
parkinsons,Adaboost,5,0.85
parkinsons,LightGBM,5,0.9666666666666668
parkinsons,Provably Robust Boosting,5,0.8833333333333333
parkinsons,XBART,5,0.9166666666666666
parkinsons,Adaboost,6,0.9666666666666668
parkinsons,LightGBM,6,0.9666666666666668
parkinsons,Provably Robust Boosting,6,0.8166666666666667
parkinsons,XBART,6,0.9833333333333334
parkinsons,Adaboost,7,1.0
parkinsons,LightGBM,7,1.0
parkinsons,Provably Robust Boosting,7,0.9571428571428572
parkinsons,XBART,7,0.9857142857142858
parkinsons,Adaboost,8,0.9142857142857144
parkinsons,LightGBM,8,0.9142857142857144
parkinsons,Provably Robust Boosting,8,0.9285714285714286
parkinsons,XBART,8,0.8428571428571429
parkinsons,Adaboost,9,0.8714285714285714
parkinsons,LightGBM,9,0.942857142857143
parkinsons,Provably Robust Boosting,9,0.6714285714285715
parkinsons,XBART,9,1.0
pima,Adaboost,0,0.8466666666666667
pima,LightGBM,0,0.8888888888888888
pima,Provably Robust Boosting,0,0.7725925925925925
pima,XBART,0,0.8629629629629629
pima,Adaboost,1,0.8970370370370371
pima,LightGBM,1,0.8474074074074074
pima,Provably Robust Boosting,1,0.7518518518518518
pima,XBART,1,0.8288888888888888
pima,Adaboost,2,0.802962962962963
pima,LightGBM,2,0.8125925925925925
pima,Provably Robust Boosting,2,0.6937037037037037
pima,XBART,2,0.7985185185185184
pima,Adaboost,3,0.8492592592592593
pima,LightGBM,3,0.908148148148148
pima,Provably Robust Boosting,3,0.86
pima,XBART,3,0.934074074074074
pima,Adaboost,4,0.8714814814814815
pima,LightGBM,4,0.8744444444444445
pima,Provably Robust Boosting,4,0.8037037037037037
pima,XBART,4,0.8474074074074074
pima,Adaboost,5,0.8011111111111111
pima,LightGBM,5,0.8222222222222222
pima,Provably Robust Boosting,5,0.7555555555555555
pima,XBART,5,0.802962962962963
pima,Adaboost,6,0.8422222222222222
pima,LightGBM,6,0.8274074074074074
pima,Provably Robust Boosting,6,0.7374074074074074
pima,XBART,6,0.7911111111111111
pima,Adaboost,7,0.7933333333333332
pima,LightGBM,7,0.8081481481481481
pima,Provably Robust Boosting,7,0.7814814814814814
pima,XBART,7,0.8177777777777777
pima,Adaboost,8,0.8061538461538462
pima,LightGBM,8,0.8619230769230769
pima,Provably Robust Boosting,8,0.7123076923076922
pima,XBART,8,0.8146153846153846
pima,Adaboost,9,0.7292307692307692
pima,LightGBM,9,0.7276923076923077
pima,Provably Robust Boosting,9,0.7292307692307691
pima,XBART,9,0.7276923076923077
pittsburg-bridges-MATERIAL,Adaboost,0,0.7666666666666666
pittsburg-bridges-MATERIAL,LightGBM,0,0.8555555555555555
pittsburg-bridges-MATERIAL,Provably Robust Boosting,0,0.8851851851851853
pittsburg-bridges-MATERIAL,XBART,0,0.9222222222222222
pittsburg-bridges-MATERIAL,Adaboost,1,0.837037037037037
pittsburg-bridges-MATERIAL,LightGBM,1,0.9537037037037038
pittsburg-bridges-MATERIAL,Provably Robust Boosting,1,0.5
pittsburg-bridges-MATERIAL,XBART,1,0.8861111111111111
pittsburg-bridges-MATERIAL,Adaboost,2,0.5444444444444444
pittsburg-bridges-MATERIAL,LightGBM,2,0.9666666666666668
pittsburg-bridges-MATERIAL,Provably Robust Boosting,2,0.8740740740740741
pittsburg-bridges-MATERIAL,XBART,2,1.0
pittsburg-bridges-MATERIAL,Adaboost,3,0.6518518518518519
pittsburg-bridges-MATERIAL,LightGBM,3,0.7648148148148147
pittsburg-bridges-MATERIAL,Provably Robust Boosting,3,0.5805555555555556
pittsburg-bridges-MATERIAL,XBART,3,0.8240740740740741
pittsburg-bridges-MATERIAL,Adaboost,4,0.8537037037037036
pittsburg-bridges-MATERIAL,LightGBM,4,0.9527777777777778
pittsburg-bridges-MATERIAL,Provably Robust Boosting,4,0.8490740740740742
pittsburg-bridges-MATERIAL,XBART,4,0.7916666666666666
pittsburg-bridges-MATERIAL,Adaboost,5,0.7152777777777778
pittsburg-bridges-MATERIAL,LightGBM,5,0.8722222222222222
pittsburg-bridges-MATERIAL,Provably Robust Boosting,5,0.9333333333333332
pittsburg-bridges-MATERIAL,XBART,5,1.0
pittsburg-bridges-MATERIAL,Adaboost,6,0.7638888888888891
pittsburg-bridges-MATERIAL,LightGBM,6,0.8531746031746031
pittsburg-bridges-MATERIAL,Provably Robust Boosting,6,0.8926917989417991
pittsburg-bridges-MATERIAL,XBART,6,0.8683862433862434
pittsburg-bridges-MATERIAL,Adaboost,7,0.7777777777777778
pittsburg-bridges-MATERIAL,LightGBM,7,0.925925925925926
pittsburg-bridges-MATERIAL,Provably Robust Boosting,7,0.925925925925926
pittsburg-bridges-MATERIAL,XBART,7,1.0
pittsburg-bridges-MATERIAL,Adaboost,8,0.8888888888888888
pittsburg-bridges-MATERIAL,LightGBM,8,1.0
pittsburg-bridges-MATERIAL,Provably Robust Boosting,8,0.9629629629629628
pittsburg-bridges-MATERIAL,XBART,8,0.9629629629629628
pittsburg-bridges-MATERIAL,Adaboost,9,0.7777777777777778
pittsburg-bridges-MATERIAL,LightGBM,9,0.925925925925926
pittsburg-bridges-MATERIAL,Provably Robust Boosting,9,0.925925925925926
pittsburg-bridges-MATERIAL,XBART,9,0.925925925925926
pittsburg-bridges-REL-L,Adaboost,0,0.830952380952381
